id,flight_number,airline,airline_code,airline_color,origin_code,dest_code,departure_time,arrival_time,duration_minutes,stops,stopover_code,price,cabin_class,available_seats,total_passengers,aircraft,terminal,gate
19806,IX-581,Air India Express,IX,#f26522,KAP,RPR,2026-08-15 02:05:35,2026-08-15 03:23:35,78,1,DMO,25912,Business Class,13,129,Boeing 737-800,Terminal 2,Gate 22
19807,9I-938,Alliance Air,9I,#0083c9,RGD,BHJ,2026-08-12 05:35:35,2026-08-12 08:21:35,166,0,,10742,Premium Economy,34,179,Airbus A320neo,Terminal 2,Gate 18
19808,9I-780,Alliance Air,9I,#0083c9,IXC,BGP,2026-08-01 14:50:35,2026-08-01 17:54:35,184,0,,4275,Economy,22,121,Boeing 737-800,Terminal 2,Gate 21
19809,IX-116,Air India Express,IX,#f26522,DMU,ROU,2026-08-08 13:50:35,2026-08-08 15:55:35,125,0,,11700,Premium Economy,34,177,ATR 72-600,Terminal 2,Gate 20
19810,IX-890,Air India Express,IX,#f26522,AMRE,KBK,2026-08-09 19:35:35,2026-08-09 21:31:35,116,1, سات,31988,Business Class,6,120,ATR 72-600,Terminal 2,Gate 12
19811,SG-197,SpiceJet,SG,#e60000,MYQ,ASL,2026-08-02 04:35:35,2026-08-02 08:12:35,217,0,,61128,First Class,21,152,Airbus A320neo,Terminal 3,Gate 7
19812,AI-401,Air India,AI,#ed1b24,IXD,PUR,2026-08-03 19:20:35,2026-08-03 21:45:35,145,1,IXD,6945,Economy,20,129,ATR 72-600,Terminal 3,Gate 18
19813,SG-594,SpiceJet,SG,#e60000,IXJ,BGP,2026-08-06 01:35:35,2026-08-06 04:41:35,186,1,NVY,4478,Economy,7,143,Boeing 737-800,Terminal 3,Gate 10
19814,SG-878,SpiceJet,SG,#e60000,MOR,BAR,2026-08-04 16:35:35,2026-08-04 19:58:35,203,0,,13403,Premium Economy,28,158,Boeing 737 MAX 8,Terminal 2,Gate 10
19815,SG-443,SpiceJet,SG,#e60000,RMD,LUD,2026-08-05 16:05:35,2026-08-05 19:11:35,186,0,,3675,Economy,20,144,Airbus A320neo,Terminal 1,Gate 1
19816,UK-867,Vistara,UK,#4b164c,DMO,RJA,2026-08-09 20:35:35,2026-08-09 22:40:35,125,1,JRH,20597,Business Class,18,133,Airbus A321neo,Terminal 1,Gate 3
19817,9I-158,Alliance Air,9I,#0083c9,YTL,SIH,2026-08-09 00:50:35,2026-08-09 02:17:35,87,1,DUM,24409,Business Class,31,123,Boeing 737-800,Terminal 2,Gate 7
19818,QP-322,Akasa Air,QP,#ff5d00,NMS,BOM,2026-08-11 21:05:35,2026-08-12 00:16:35,191,0,,29374,Business Class,20,161,ATR 72-600,Terminal 2,Gate 3
19819,AI-223,Air India,AI,#ed1b24,ISK,ALD,2026-08-07 20:20:35,2026-08-07 21:34:35,74,1,NEEM,60877,First Class,31,163,Boeing 737-800,Terminal 3,Gate 19
19820,QP-466,Akasa Air,QP,#ff5d00,JDH,BDQ,2026-08-07 16:05:35,2026-08-07 19:29:35,204,1,CHI,40209,First Class,38,124,Airbus A321neo,Terminal 3,Gate 16
19821,9I-710,Alliance Air,9I,#0083c9,ZER,KAP,2026-08-01 16:20:35,2026-08-01 18:57:35,157,0,,4283,Economy,34,144,ATR 72-600,Terminal 3,Gate 18
19822,AI-582,Air India,AI,#ed1b24,KHA,RGD,2026-08-03 21:50:35,2026-08-03 23:46:35,116,0,,5679,Economy,16,164,Airbus A321neo,Terminal 1,Gate 21
19823,QP-240,Akasa Air,QP,#ff5d00,WGC,NMN,2026-08-02 06:20:35,2026-08-02 09:39:35,199,0,,7246,Economy,20,124,Airbus A321neo,Terminal 3,Gate 15
19824,9I-974,Alliance Air,9I,#0083c9,AJL,TCR,2026-08-13 14:35:35,2026-08-13 16:53:35,138,0,,22056,Business Class,32,134,ATR 72-600,Terminal 3,Gate 8
19825,9I-423,Alliance Air,9I,#0083c9,SAH,IXL,2026-08-05 07:50:35,2026-08-05 11:29:35,219,0,,28404,Business Class,10,162,Boeing 737 MAX 8,Terminal 1,Gate 17
19826,UK-254,Vistara,UK,#4b164c,NMS,ATQ,2026-08-07 15:50:35,2026-08-07 17:37:35,107,0,,9351,Premium Economy,25,141,Airbus A320neo,Terminal 2,Gate 20
19827,AI-459,Air India,AI,#ed1b24,RJA,AGR,2026-08-06 20:35:35,2026-08-06 22:35:35,120,0,,23058,Business Class,13,129,ATR 72-600,Terminal 3,Gate 6
19828,AI-544,Air India,AI,#ed1b24,SIV,SSE,2026-08-15 01:50:35,2026-08-15 05:06:35,196,1,RJA,11401,Premium Economy,23,130,Airbus A321neo,Terminal 1,Gate 7
19829,QP-212,Akasa Air,QP,#ff5d00,SNE,COB,2026-08-02 21:50:35,2026-08-02 22:49:35,59,0,,57641,First Class,31,164,Boeing 737-800,Terminal 3,Gate 18
19830,SG-226,SpiceJet,SG,#e60000,PINJ,NEEM,2026-08-05 11:50:35,2026-08-05 13:06:35,76,0,,38915,First Class,25,136,ATR 72-600,Terminal 2,Gate 14
19831,QP-995,Akasa Air,QP,#ff5d00,MUZ,KHO,2026-08-08 04:20:35,2026-08-08 07:08:35,168,0,,27584,Business Class,30,139,Boeing 737-800,Terminal 2,Gate 11
19832,6E-354,IndiGo,6E,#001b94, سات,IXR,2026-08-10 04:20:35,2026-08-10 05:36:35,76,0,,54086,First Class,5,166,Airbus A321neo,Terminal 3,Gate 6
19833,AI-273,Air India,AI,#ed1b24,RJA,ROU,2026-08-06 12:05:35,2026-08-06 14:42:35,157,0,,50156,First Class,32,137,Airbus A320neo,Terminal 3,Gate 23
19834,6E-432,IndiGo,6E,#001b94,ISK,SXR,2026-08-12 15:05:35,2026-08-12 17:02:35,117,1,KBK,13655,Premium Economy,22,142,Airbus A320neo,Terminal 3,Gate 24
19835,AI-470,Air India,AI,#ed1b24,PAT,REW,2026-08-01 11:20:35,2026-08-01 12:26:35,66,0,,33315,Business Class,9,131,Boeing 737 MAX 8,Terminal 2,Gate 12
19836,AI-495,Air India,AI,#ed1b24,HSR,DGR,2026-08-12 05:05:35,2026-08-12 06:10:35,65,0,,56430,First Class,28,148,Airbus A321neo,Terminal 3,Gate 20
19837,6E-329,IndiGo,6E,#001b94,SIV,IXE,2026-08-10 01:50:35,2026-08-10 05:17:35,207,1,ANK,5016,Economy,10,125,Airbus A320neo,Terminal 2,Gate 14
19838,UK-190,Vistara,UK,#4b164c,MYQ,HIR,2026-08-12 01:20:35,2026-08-12 02:47:35,87,0,,23907,Business Class,28,126,Boeing 737 MAX 8,Terminal 1,Gate 1
19839,9I-434,Alliance Air,9I,#0083c9,TRV,DED,2026-08-01 10:20:35,2026-08-01 13:06:35,166,0,,22039,Business Class,24,134,Boeing 737-800,Terminal 2,Gate 7
19840,QP-817,Akasa Air,QP,#ff5d00,IXU,BGP,2026-08-13 04:35:35,2026-08-13 06:53:35,138,0,,23949,Business Class,23,126,Airbus A321neo,Terminal 2,Gate 2
19841,9I-865,Alliance Air,9I,#0083c9,DIU,GOI,2026-08-05 12:05:35,2026-08-05 15:01:35,176,0,,10492,Premium Economy,33,151,ATR 72-600,Terminal 2,Gate 23
19842,UK-760,Vistara,UK,#4b164c,IXM,ALD,2026-08-11 15:50:35,2026-08-11 18:09:35,139,0,,66334,First Class,15,138,Airbus A320neo,Terminal 3,Gate 22
19843,AI-884,Air India,AI,#ed1b24,GOP,GOX,2026-08-13 18:50:35,2026-08-13 22:03:35,193,0,,38564,First Class,30,135,Boeing 737 MAX 8,Terminal 1,Gate 17
19844,AI-681,Air India,AI,#ed1b24,PYG,GAY,2026-08-04 21:50:35,2026-08-05 00:03:35,133,0,,27844,Business Class,38,172,ATR 72-600,Terminal 3,Gate 15
19845,9I-320,Alliance Air,9I,#0083c9,IXU,SRA,2026-08-10 17:20:35,2026-08-10 18:26:35,66,1,SXV,11584,Premium Economy,11,127,Airbus A320neo,Terminal 1,Gate 20
19846,IX-585,Air India Express,IX,#f26522,VTZ,AMRE,2026-08-12 12:05:35,2026-08-12 14:51:35,166,1,RMD,3565,Economy,8,140,Boeing 737-800,Terminal 2,Gate 16
19847,6E-257,IndiGo,6E,#001b94,AYJ,IMF,2026-08-13 04:20:35,2026-08-13 05:27:35,67,0,,20732,Business Class,23,166,Boeing 737 MAX 8,Terminal 2,Gate 23
19848,IX-787,Air India Express,IX,#f26522,IXE,AMB,2026-08-06 20:20:35,2026-08-06 23:22:35,182,0,,19336,Business Class,37,130,Airbus A320neo,Terminal 2,Gate 1
19849,QP-417,Akasa Air,QP,#ff5d00,ROU,VZY,2026-08-06 09:50:35,2026-08-06 13:19:35,209,1,HSR,11458,Premium Economy,27,158,Boeing 737-800,Terminal 3,Gate 2
19850,SG-573,SpiceJet,SG,#e60000,DUM,HYD,2026-08-09 18:35:35,2026-08-09 19:39:35,64,0,,14061,Premium Economy,21,132,Airbus A320neo,Terminal 2,Gate 17
19851,6E-978,IndiGo,6E,#001b94,ISK,RGD,2026-08-14 23:50:35,2026-08-15 01:41:35,111,0,,6845,Economy,32,152,Airbus A321neo,Terminal 3,Gate 1
19852,6E-828,IndiGo,6E,#001b94,VNS,ZER,2026-08-04 21:35:35,2026-08-04 23:23:35,108,0,,63366,First Class,19,160,ATR 72-600,Terminal 3,Gate 8
19853,6E-935,IndiGo,6E,#001b94,UDR,AMB,2026-08-08 06:20:35,2026-08-08 08:19:35,119,0,,5274,Economy,32,124,Boeing 737-800,Terminal 1,Gate 14
19854,UK-541,Vistara,UK,#4b164c,BHU,RXL,2026-08-03 10:35:35,2026-08-03 11:32:35,57,1,SSE,24735,Business Class,2,143,Airbus A320neo,Terminal 3,Gate 15
19855,QP-327,Akasa Air,QP,#ff5d00,PUR,KQH,2026-08-04 11:05:35,2026-08-04 12:38:35,93,0,,67495,First Class,35,148,Airbus A321neo,Terminal 2,Gate 12
19856,AI-113,Air India,AI,#ed1b24,GOI,VZY,2026-08-12 18:05:35,2026-08-12 19:22:35,77,1,JRH,9101,Premium Economy,9,134,Boeing 737 MAX 8,Terminal 1,Gate 7
19857,SG-896,SpiceJet,SG,#e60000,SNE,JLG,2026-07-31 15:50:35,2026-07-31 18:01:35,131,0,,4489,Economy,19,151,ATR 72-600,Terminal 2,Gate 24
19858,UK-382,Vistara,UK,#4b164c,DBR,IXZ,2026-08-06 09:20:35,2026-08-06 11:34:35,134,1,IXU,21994,Business Class,6,179,Boeing 737-800,Terminal 3,Gate 6
19859,UK-954,Vistara,UK,#4b164c,JLG,ROU,2026-08-01 12:05:35,2026-08-01 13:12:35,67,0,,11927,Premium Economy,18,128,ATR 72-600,Terminal 2,Gate 8
19860,IX-422,Air India Express,IX,#f26522,JAI,YTL,2026-08-09 03:20:35,2026-08-09 06:02:35,162,0,,60170,First Class,36,150,Boeing 737-800,Terminal 3,Gate 19
19861,UK-788,Vistara,UK,#4b164c,PUI, سات,2026-08-07 21:05:35,2026-08-07 22:42:35,97,0,,3175,Economy,6,159,Boeing 737 MAX 8,Terminal 2,Gate 24
19862,QP-708,Akasa Air,QP,#ff5d00,RAT,DMU,2026-08-11 18:20:35,2026-08-11 19:32:35,72,0,,10166,Premium Economy,10,180,Airbus A320neo,Terminal 1,Gate 24
19863,UK-724,Vistara,UK,#4b164c,CNN,IXU,2026-08-11 19:35:35,2026-08-11 20:31:35,56,0,,24649,Business Class,3,127,ATR 72-600,Terminal 3,Gate 20
19864,UK-634,Vistara,UK,#4b164c,ALD,IXM,2026-08-03 06:20:35,2026-08-03 08:50:35,150,1,UTK,5398,Economy,14,140,Boeing 737-800,Terminal 1,Gate 23
19865,SG-240,SpiceJet,SG,#e60000,DHM,BGP,2026-08-12 20:20:35,2026-08-12 22:13:35,113,0,,39305,First Class,28,171,Airbus A321neo,Terminal 1,Gate 24
19866,UK-904,Vistara,UK,#4b164c,MUZ,BID,2026-08-10 08:35:35,2026-08-10 09:41:35,66,0,,3547,Economy,20,147,Airbus A320neo,Terminal 1,Gate 18
19867,9I-338,Alliance Air,9I,#0083c9,PAL,PBF,2026-08-02 08:05:35,2026-08-02 11:07:35,182,0,,34701,Business Class,4,128,ATR 72-600,Terminal 2,Gate 21
19868,6E-990,IndiGo,6E,#001b94,RPR,SRA,2026-07-31 22:35:35,2026-08-01 00:02:35,87,1,COB,6123,Economy,25,151,ATR 72-600,Terminal 3,Gate 22
19869,IX-798,Air India Express,IX,#f26522,RKG,SXV,2026-08-05 22:05:35,2026-08-06 00:56:35,171,0,,9187,Premium Economy,24,152,Boeing 737-800,Terminal 3,Gate 2
19870,9I-975,Alliance Air,9I,#0083c9,BHO,DBR,2026-08-01 23:50:35,2026-08-02 02:00:35,130,1,LAT,19138,Business Class,28,131,Boeing 737 MAX 8,Terminal 2,Gate 19
19871,UK-116,Vistara,UK,#4b164c,SRA,HJR,2026-08-13 15:05:35,2026-08-13 17:55:35,170,1,UDR,66748,First Class,26,150,Airbus A321neo,Terminal 1,Gate 15
19872,QP-123,Akasa Air,QP,#ff5d00,CJB,RKG,2026-08-11 03:05:35,2026-08-11 04:15:35,70,1,RXL,18020,Business Class,17,139,Boeing 737 MAX 8,Terminal 1,Gate 11
19873,9I-241,Alliance Air,9I,#0083c9,JDH,TRV,2026-08-14 21:35:35,2026-08-14 23:40:35,125,0,,14797,Premium Economy,6,169,Airbus A320neo,Terminal 2,Gate 11
19874,UK-961,Vistara,UK,#4b164c,RKG,IXJ,2026-08-07 20:35:35,2026-08-08 00:07:35,212,0,,13118,Premium Economy,27,138,Airbus A320neo,Terminal 1,Gate 20
19875,IX-637,Air India Express,IX,#f26522,BOK,SNE,2026-08-01 22:35:35,2026-08-02 00:30:35,115,0,,26014,Business Class,6,165,Boeing 737 MAX 8,Terminal 2,Gate 9
19876,6E-474,IndiGo,6E,#001b94,BBI,CKU,2026-08-09 10:35:35,2026-08-09 13:31:35,176,0,,13366,Premium Economy,24,178,Airbus A321neo,Terminal 2,Gate 15
19877,QP-516,Akasa Air,QP,#ff5d00,JRG,NVM,2026-08-02 15:20:35,2026-08-02 17:00:35,100,0,,14351,Premium Economy,33,161,Boeing 737-800,Terminal 1,Gate 14
19878,SG-919,SpiceJet,SG,#e60000,PUR,ANK,2026-08-05 04:50:35,2026-08-05 06:27:35,97,1,TEZU,49485,First Class,4,134,ATR 72-600,Terminal 3,Gate 18
19879,QP-475,Akasa Air,QP,#ff5d00,TEZU,SAG,2026-08-03 01:05:35,2026-08-03 03:37:35,152,1,BKN,19965,Business Class,19,166,Boeing 737-800,Terminal 2,Gate 1
19880,IX-579,Air India Express,IX,#f26522,RXL,NVY,2026-08-08 00:05:35,2026-08-08 02:17:35,132,0,,67728,First Class,15,151,Airbus A321neo,Terminal 2,Gate 11
19881,IX-837,Air India Express,IX,#f26522,TEZ,KOR,2026-08-08 20:50:35,2026-08-08 22:05:35,75,1,GWL,30743,Business Class,38,136,Boeing 737 MAX 8,Terminal 2,Gate 10
19882,AI-172,Air India,AI,#ed1b24,AKL,TEZU,2026-08-01 23:50:35,2026-08-02 01:00:35,70,0,,3355,Economy,23,152,Boeing 737 MAX 8,Terminal 2,Gate 20
19883,6E-434,IndiGo,6E,#001b94,DED,SSE,2026-08-13 09:05:35,2026-08-13 11:10:35,125,1,DHM,9290,Premium Economy,34,170,Airbus A321neo,Terminal 2,Gate 24
19884,QP-206,Akasa Air,QP,#ff5d00,KHO,DGR,2026-08-12 04:50:35,2026-08-12 06:30:35,100,0,,5427,Economy,24,157,ATR 72-600,Terminal 3,Gate 9
19885,IX-889,Air India Express,IX,#f26522,HSS,KAM,2026-08-05 15:05:35,2026-08-05 17:13:35,128,1,BHJ,6676,Economy,10,165,Boeing 737 MAX 8,Terminal 1,Gate 10
19886,6E-344,IndiGo,6E,#001b94,MAL,IMF,2026-08-02 13:50:35,2026-08-02 16:27:35,157,0,,19236,Business Class,21,141,ATR 72-600,Terminal 2,Gate 23
19887,9I-394,Alliance Air,9I,#0083c9,PGH,OSB,2026-08-03 10:05:35,2026-08-03 11:39:35,94,0,,6216,Economy,37,156,ATR 72-600,Terminal 1,Gate 16
19888,UK-519,Vistara,UK,#4b164c,GON, سات,2026-08-04 06:35:35,2026-08-04 09:26:35,171,0,,33819,Business Class,21,162,Boeing 737-800,Terminal 2,Gate 1
19889,UK-998,Vistara,UK,#4b164c,KBK,AMD,2026-08-14 14:05:35,2026-08-14 16:04:35,119,0,,8970,Premium Economy,3,150,Airbus A321neo,Terminal 2,Gate 2
19890,IX-203,Air India Express,IX,#f26522,PBF,SLN,2026-08-12 18:05:35,2026-08-12 21:35:35,210,0,,32926,Business Class,31,138,Airbus A320neo,Terminal 3,Gate 10
19891,SG-118,SpiceJet,SG,#e60000,PBF,OSB,2026-08-01 05:50:35,2026-08-01 07:58:35,128,0,,9061,Premium Economy,23,144,Airbus A321neo,Terminal 3,Gate 24
19892,6E-270,IndiGo,6E,#001b94,ISK,IXC,2026-08-12 10:50:35,2026-08-12 12:25:35,95,0,,3638,Economy,29,165,Airbus A321neo,Terminal 2,Gate 4
19893,SG-661,SpiceJet,SG,#e60000,IXW,IXY,2026-08-04 02:20:35,2026-08-04 03:33:35,73,0,,49533,First Class,13,121,ATR 72-600,Terminal 2,Gate 11
19894,IX-551,Air India Express,IX,#f26522,WGC,KAM,2026-08-14 15:50:35,2026-08-14 16:57:35,67,0,,9053,Premium Economy,30,132,Airbus A320neo,Terminal 3,Gate 7
19895,6E-493,IndiGo,6E,#001b94,IXA,ANK,2026-08-07 01:35:35,2026-08-07 04:37:35,182,0,,7529,Economy,20,127,Boeing 737-800,Terminal 1,Gate 16
19896,9I-738,Alliance Air,9I,#0083c9,GAY,AKL,2026-08-09 23:35:35,2026-08-10 00:37:35,62,0,,13811,Premium Economy,8,153,ATR 72-600,Terminal 3,Gate 5
19897,UK-997,Vistara,UK,#4b164c,BPI,LKO,2026-08-15 04:05:35,2026-08-15 06:30:35,145,0,,5006,Economy,15,179,Airbus A320neo,Terminal 2,Gate 24
19898,IX-570,Air India Express,IX,#f26522,JSA,VTZ,2026-08-03 03:35:35,2026-08-03 06:40:35,185,0,,42966,First Class,19,153,Airbus A321neo,Terminal 2,Gate 20
19899,QP-595,Akasa Air,QP,#ff5d00,PAT,LKO,2026-08-04 19:05:35,2026-08-04 22:13:35,188,0,,8952,Premium Economy,27,176,Boeing 737 MAX 8,Terminal 3,Gate 5
19900,6E-192,IndiGo,6E,#001b94,TRZ,KHA,2026-08-13 16:20:35,2026-08-13 19:39:35,199,0,,10580,Premium Economy,22,176,Boeing 737 MAX 8,Terminal 3,Gate 2
19901,UK-111,Vistara,UK,#4b164c,DUM,PINJ,2026-08-10 23:35:35,2026-08-11 02:49:35,194,0,,24042,Business Class,6,140,Airbus A320neo,Terminal 1,Gate 2
19902,6E-261,IndiGo,6E,#001b94,AYJ,GON,2026-08-14 21:35:35,2026-08-15 01:05:35,210,0,,6795,Economy,16,143,ATR 72-600,Terminal 3,Gate 17
19903,IX-345,Air India Express,IX,#f26522,IMF,IXB,2026-08-05 01:05:35,2026-08-05 02:27:35,82,0,,64755,First Class,3,150,ATR 72-600,Terminal 1,Gate 11
19904,SG-954,SpiceJet,SG,#e60000,SIH, سات,2026-08-05 22:50:35,2026-08-06 00:40:35,110,0,,32280,Business Class,2,121,Airbus A320neo,Terminal 3,Gate 13
19905,IX-152,Air India Express,IX,#f26522,DMO,JGD,2026-08-05 03:20:35,2026-08-05 05:43:35,143,0,,41429,First Class,9,149,Airbus A321neo,Terminal 2,Gate 8
19906,SG-520,SpiceJet,SG,#e60000,DON,AKL,2026-08-02 10:35:35,2026-08-02 14:15:35,220,0,,14202,Premium Economy,4,149,Airbus A321neo,Terminal 3,Gate 21
19907,UK-102,Vistara,UK,#4b164c,KOK,AMR,2026-08-11 21:35:35,2026-08-12 01:11:35,216,0,,12828,Premium Economy,20,174,Airbus A320neo,Terminal 2,Gate 4
19908,UK-307,Vistara,UK,#4b164c,SRA,RPR,2026-08-02 16:50:35,2026-08-02 20:23:35,213,0,,3226,Economy,30,146,Boeing 737 MAX 8,Terminal 1,Gate 2
19909,UK-112,Vistara,UK,#4b164c,GON,CFH,2026-08-13 16:20:35,2026-08-13 19:32:35,192,0,,7273,Economy,15,150,Boeing 737-800,Terminal 2,Gate 6
19910,AI-466,Air India,AI,#ed1b24,IXG,CFH,2026-08-04 20:35:35,2026-08-05 00:09:35,214,1,ROU,26787,Business Class,25,150,ATR 72-600,Terminal 3,Gate 24
19911,AI-628,Air India,AI,#ed1b24,PGH,JRG,2026-08-11 05:20:35,2026-08-11 06:46:35,86,0,,21231,Business Class,26,171,Airbus A320neo,Terminal 1,Gate 1
19912,6E-197,IndiGo,6E,#001b94,ALD,IXG,2026-08-09 02:20:35,2026-08-09 05:59:35,219,0,,4553,Economy,33,169,Boeing 737-800,Terminal 1,Gate 2
19913,UK-578,Vistara,UK,#4b164c,IXL,MEH,2026-07-31 17:05:35,2026-07-31 19:11:35,126,0,,4703,Economy,37,168,Boeing 737 MAX 8,Terminal 2,Gate 10
19914,QP-541,Akasa Air,QP,#ff5d00,IXE,RJA,2026-08-13 05:05:35,2026-08-13 06:36:35,91,0,,62470,First Class,6,157,Airbus A321neo,Terminal 1,Gate 8
19915,SG-274,SpiceJet,SG,#e60000,NAG,RMD,2026-08-03 13:35:35,2026-08-03 15:40:35,125,0,,45243,First Class,9,133,Boeing 737 MAX 8,Terminal 3,Gate 2
19916,6E-665,IndiGo,6E,#001b94,KHO,BLR,2026-08-05 17:50:35,2026-08-05 20:49:35,179,0,,34177,Business Class,27,151,ATR 72-600,Terminal 1,Gate 19
19917,IX-611,Air India Express,IX,#f26522,KAM,KNU,2026-08-10 15:35:35,2026-08-10 16:39:35,64,0,,5283,Economy,28,121,Boeing 737 MAX 8,Terminal 3,Gate 13
19918,9I-655,Alliance Air,9I,#0083c9,JRG,KOK,2026-08-09 09:50:35,2026-08-09 12:00:35,130,0,,11796,Premium Economy,30,161,Airbus A320neo,Terminal 2,Gate 23
19919,QP-114,Akasa Air,QP,#ff5d00,SAH,AGX,2026-08-14 07:35:35,2026-08-14 10:34:35,179,0,,3419,Economy,12,174,Boeing 737-800,Terminal 2,Gate 2
19920,UK-981,Vistara,UK,#4b164c,MZS,PYB,2026-08-05 18:05:35,2026-08-05 20:38:35,153,0,,31288,Business Class,11,141,Boeing 737 MAX 8,Terminal 3,Gate 11
19921,IX-769,Air India Express,IX,#f26522,GOP,HYD,2026-08-04 08:50:35,2026-08-04 12:21:35,211,1,KOR,9080,Premium Economy,33,169,Boeing 737 MAX 8,Terminal 2,Gate 4
19922,6E-111,IndiGo,6E,#001b94,RMD,JGD,2026-08-12 20:35:35,2026-08-12 22:01:35,86,1,BLR,65872,First Class,18,175,Airbus A321neo,Terminal 1,Gate 4
19923,SG-968,SpiceJet,SG,#e60000,TIR,UDR,2026-08-07 11:20:35,2026-08-07 13:08:35,108,0,,2894,Economy,32,150,Airbus A321neo,Terminal 3,Gate 4
19924,UK-593,Vistara,UK,#4b164c,RAT,ROU,2026-08-14 06:50:35,2026-08-14 08:48:35,118,1,MEH,11484,Premium Economy,5,171,ATR 72-600,Terminal 1,Gate 11
19925,QP-409,Akasa Air,QP,#ff5d00,AMRE,JHW,2026-08-02 14:05:35,2026-08-02 15:14:35,69,0,,14833,Premium Economy,11,128,Boeing 737-800,Terminal 3,Gate 16
19926,SG-792,SpiceJet,SG,#e60000,IXD,VZY,2026-08-07 02:35:35,2026-08-07 03:54:35,79,1,HSS,11361,Premium Economy,31,157,Airbus A320neo,Terminal 3,Gate 19
19927,9I-537,Alliance Air,9I,#0083c9,IXD,PBF,2026-08-09 10:20:35,2026-08-09 12:07:35,107,1,RAT,65739,First Class,10,141,Boeing 737-800,Terminal 3,Gate 19
19928,QP-558,Akasa Air,QP,#ff5d00,JGD,AGR,2026-08-07 00:05:35,2026-08-07 02:37:35,152,0,,3632,Economy,5,174,ATR 72-600,Terminal 1,Gate 11
19929,UK-831,Vistara,UK,#4b164c,AGR,COK,2026-08-09 07:05:35,2026-08-09 09:43:35,158,0,,3309,Economy,5,150,Boeing 737 MAX 8,Terminal 1,Gate 11
19930,QP-405,Akasa Air,QP,#ff5d00,MZS,IXM,2026-08-13 11:35:35,2026-08-13 12:49:35,74,0,,24738,Business Class,11,148,ATR 72-600,Terminal 1,Gate 7
19931,QP-213,Akasa Air,QP,#ff5d00,GWL,SAG,2026-08-13 02:35:35,2026-08-13 03:52:35,77,0,,10217,Premium Economy,24,129,Boeing 737 MAX 8,Terminal 1,Gate 22
19932,AI-760,Air India,AI,#ed1b24,BHU,KUU,2026-08-11 02:50:35,2026-08-11 04:42:35,112,0,,48430,First Class,31,140,Boeing 737 MAX 8,Terminal 1,Gate 17
19933,SG-566,SpiceJet,SG,#e60000,RJA,GBI,2026-08-03 19:05:35,2026-08-03 20:37:35,92,0,,14489,Premium Economy,34,164,Airbus A321neo,Terminal 1,Gate 5
19934,SG-492,SpiceJet,SG,#e60000,NDC,BKN,2026-08-01 14:05:35,2026-08-01 16:49:35,164,0,,61124,First Class,27,122,Airbus A321neo,Terminal 1,Gate 7
19935,6E-247,IndiGo,6E,#001b94,DON,PBN,2026-08-10 20:05:35,2026-08-10 22:54:35,169,0,,53251,First Class,5,158,Boeing 737-800,Terminal 2,Gate 12
19936,AI-209,Air India,AI,#ed1b24,RAT,BLT,2026-08-04 04:05:35,2026-08-04 05:36:35,91,0,,3204,Economy,32,169,ATR 72-600,Terminal 3,Gate 3
19937,UK-571,Vistara,UK,#4b164c,VJZ,AYJ,2026-08-08 07:20:35,2026-08-08 10:46:35,206,0,,5675,Economy,20,156,Airbus A320neo,Terminal 3,Gate 1
19938,AI-522,Air India,AI,#ed1b24,NDC,RJA,2026-07-31 22:20:35,2026-08-01 00:29:35,129,1,ROU,5657,Economy,29,158,Boeing 737 MAX 8,Terminal 2,Gate 9
19939,QP-929,Akasa Air,QP,#ff5d00,SAH,CFH,2026-08-07 18:05:35,2026-08-07 19:11:35,66,0,,3170,Economy,26,167,Boeing 737 MAX 8,Terminal 3,Gate 8
19940,9I-941,Alliance Air,9I,#0083c9,LGP,JRH,2026-08-03 11:35:35,2026-08-03 13:05:35,90,0,,9402,Premium Economy,35,132,Boeing 737 MAX 8,Terminal 3,Gate 9
19941,SG-844,SpiceJet,SG,#e60000,GBI,SXR,2026-08-15 04:50:35,2026-08-15 06:50:35,120,0,,6090,Economy,5,159,Boeing 737-800,Terminal 1,Gate 24
19942,6E-994,IndiGo,6E,#001b94,MUZ,MEH,2026-08-13 21:50:35,2026-08-14 00:46:35,176,0,,6739,Economy,11,166,Boeing 737 MAX 8,Terminal 1,Gate 9
19943,AI-696,Air India,AI,#ed1b24,SAH,JLG,2026-08-02 02:35:35,2026-08-02 05:51:35,196,0,,21287,Business Class,32,138,Airbus A320neo,Terminal 1,Gate 3
19944,6E-268,IndiGo,6E,#001b94,DIU,HIR,2026-08-02 17:35:35,2026-08-02 20:14:35,159,0,,4528,Economy,12,138,Airbus A321neo,Terminal 1,Gate 4
19945,SG-151,SpiceJet,SG,#e60000,JAI,AGX,2026-07-31 21:05:35,2026-07-31 23:35:35,150,0,,12238,Premium Economy,22,153,ATR 72-600,Terminal 1,Gate 18
19946,UK-813,Vistara,UK,#4b164c,KOP,KHO,2026-08-09 16:05:35,2026-08-09 18:04:35,119,0,,6462,Economy,15,175,Boeing 737-800,Terminal 3,Gate 11
19947,UK-864,Vistara,UK,#4b164c,DUM,HBI,2026-08-07 22:50:35,2026-08-08 01:00:35,130,1,CFH,21521,Business Class,6,127,Airbus A321neo,Terminal 1,Gate 4
19948,IX-985,Air India Express,IX,#f26522,UTK,GAY,2026-08-01 09:35:35,2026-08-01 12:49:35,194,0,,58819,First Class,28,172,Airbus A320neo,Terminal 1,Gate 15
